Artikelnummer;Name;Einheit;Bestand;"Bestand aktiviert";Umsatzsteuer;Einkaufspreis;Verkaufspreis;Kategorie;Beschreibung
1035;"SOFARSOLAR BTS 5kWh SPEICHERSYSTEM";Stk;0,00;1;0,00;1.675,91;2.795,00;SofarSolar;"Das BTS Speichersystem ist die ideale Kombination zur Hybrid-Wechselrichter-Serie von Sofar. Je nach Leistungsklasse sind bis zu 8 kaskadierte Batteriemodule mit gesamt 38,0 kWh nutzbarer Kapazität möglich. Das in jeder Einheit verbaute BMS schafft maximale Flexibilität. Dank dem flachen und modularen Design findet das optisch ansprechende System immer sein Plätzchen. Produkteigenschaften Speichersystem: • Batteriekapazität (nutzbar): 4,75 kWh • Bis zu 8 Batteriemodule kaskadierbar (HYD 5-8 max. 4, HYD 10-20 max. 8 Einheiten) • Zellchemie: LFP • Nennspannung: 400 V • Schutzklasse: IP65 • Abmessungen: 680 x 708 x 170 mm (HxBxT) • Gewicht: BDU + Sockel: 7,5 kg, 1x Speicher je 50,0 kg"
1034;"SOFARSOLAR SMART METER";Stk;0,00;1;0,00;66,99;249,00;SofarSolar;"Der Sofar Smart Meter mit direkter Messung ermöglicht die genaue Erfassung aller Energieflüsse für das HYD-3PH Hybrid-Speichersystem. Produkteigenschaften: • AC-Anschluss: 3-phasig, 400 V / 50Hz • Messart: direkt bis 80 A / Phase • Abmessungen: 4 TE (72 mm)"
1033;"SOFARSOLAR WR-25KTLX-G3";Stk;0,00;1;0,00;1.396,40;1.960,00;SofarSolar;"Die Projekt-Wechselrichter der KTLX-G3 Serie glänzen mit einem breiten Spannungsbereich und hohem Eingangsstrom für leistungsstarke Modulgenerationen. Integrierter AC + DC Überspannungsschutz, Kennlinienmessung und Schattenmanagement gehören auch hier zur Standardausstattung. Produktvorteile: • 40 A Eingangsstrom pro MPPT • Breiter MPPT Spannungsbereich von 180 bis 1000 V • Integrierter Überspannungsschutz AC / DC Typ II • U-I-Kennlinien-Scan-Funktion • 10 Jahre Produktgarantie Produkteigenschaften: • AC-Leistung: 25 kW • Anzahl MPPT: 3 • DC Trennschalter: integriert • Anschlussphasen: 3 • Schnittstellen: RS485, Wifi, Bluetooth, Ethernet (opt. mit LAN Dongle) • Verbindungsstecker: MC4 • Schutzklasse: IP 65 • Kühlung: aktiv • Abmessungen: 585 x 480 x 220 mm (HxBxT) • Gewicht: 36,0 kg • Geräuschentwicklung: < 60 dB"
1032;"SOFARSOLAR WR-HYD 5KTL-3PH";Stk;0,00;1;0,00;1.189,19;1.670,00;SofarSolar;"Die Hybrid-Wechselrichter der HYD KTL-3PH Serie glänzen mit einem breiten Spannungsbereich für leistungsstarke Modulgenerationen und bis zu 2 Batterieanschlüssen. Integrierter AC + DC Überspannungsschutz und Schattenmanagement gehören auch hier zur Standardausstattung. Bei Leistungsklassen von 5 bis 20 kW findet sich stets das Passende. Produktvorteile: • 2 x 25 A Batterieanschlüsse • Breiter MPPT Spannungsbereich von 180 bis 960 V • Integrierter Überspannungsschutz AC / DC Typ II • Aktives Schattenmanagement • Inklusive Energy Meter mit 3 CT´s (200A) Produkteigenschaften: • AC-Leistung: 5 kW • Anzahl MPPT: 2 • Anschlussphasen: 3 • Schnittstellen: RS485, Wifi, Bluetooth, Ethernet, 4 x dig.In (FRE) • Verbindungsstecker: MC4 • Schutzklasse: IP 65 • Kühlung: aktiv • Abmessungen: 571 x 515 x 264 mm (HxBxT) • Gewicht: 33,0 kg • Garantie: 5 Jahre"
1031;"SOFARSOLAR WR-HYD 6KTL-3PH";Stk;0,00;1;0,00;1.311,55;1.840,00;SofarSolar;"Die Hybrid-Wechselrichter der HYD KTL-3PH Serie glänzen mit einem breiten Spannungsbereich für leistungsstarke Modulgenerationen und bis zu 2 Batterieanschlüssen. Integrierter AC + DC Überspannungsschutz und Schattenmanagement gehören auch hier zur Standardausstattung. Bei Leistungsklassen von 5 bis 20 kW findet sich stets das Passende. Produktvorteile: • 2 x 25 A Batterieanschlüsse • Breiter MPPT Spannungsbereich von 180 bis 960 V • Integrierter Überspannungsschutz AC / DC Typ II • Aktives Schattenmanagement • Inklusive Energy Meter mit 3 CT´s (200A) Produkteigenschaften: • AC-Leistung: 6 kW • Anzahl MPPT: 2 • Anschlussphasen: 3 • Schnittstellen: RS485, Wifi, Bluetooth, Ethernet, 4 x dig.In (FRE) • Verbindungsstecker: MC4 • Schutzklasse: IP 65 • Kühlung: aktiv • Abmessungen: 571 x 515 x 264 mm (HxBxT) • Gewicht: 33,0 kg • Garantie: 5 Jahre"
1030;"SOFARSOLAR WR-HYD 8KTL-3PH";Stk;0,00;1;0,00;1.462,43;2.060,00;SofarSolar;"Die Hybrid-Wechselrichter der HYD KTL-3PH Serie glänzen mit einem breiten Spannungsbereich für leistungsstarke Modulgenerationen und bis zu 2 Batterieanschlüssen. Integrierter AC + DC Überspannungsschutz und Schattenmanagement gehören auch hier zur Standardausstattung. Bei Leistungsklassen von 5 bis 20 kW findet sich stets das Passende. Produktvorteile: • 2 x 25 A Batterieanschlüsse • Breiter MPPT Spannungsbereich von 180 bis 960 V • Integrierter Überspannungsschutz AC / DC Typ II • Aktives Schattenmanagement • Inklusive Energy Meter mit 3 CT´s (200A) Produkteigenschaften: • AC-Leistung: 8 kW • Anzahl MPPT: 2 • Anschlussphasen: 3 • Schnittstellen: RS485, Wifi, Bluetooth, Ethernet, 4 x dig.In (FRE) • Verbindungsstecker: MC4 • Schutzklasse: IP 65 • Kühlung: aktiv • Abmessungen: 571 x 515 x 264 mm (HxBxT) • Gewicht: 33,0 kg • Garantie: 5 Jahre"
1029;"SOFARSOLAR WR-HYD 10KTL-3PH";Stk;0,00;1;0,00;1.511,14;2.200,00;SofarSolar;"Die Hybrid-Wechselrichter der HYD KTL-3PH Serie glänzen mit einem breiten Spannungsbereich für leistungsstarke Modulgenerationen und bis zu 2 Batterieanschlüssen. Integrierter AC + DC Überspannungsschutz und Schattenmanagement gehören auch hier zur Standardausstattung. Bei Leistungsklassen von 5 bis 20 kW findet sich stets das Passende. Produktvorteile: • 2 x 25 A Batterieanschlüsse • Breiter MPPT Spannungsbereich von 180 bis 960 V • Integrierter Überspannungsschutz AC / DC Typ II • Aktives Schattenmanagement • Inklusive Energy Meter mit 3 CT´s (200A) Produkteigenschaften: • AC-Leistung: 10 kW • Anzahl MPPT: 2 • Anschlussphasen: 3 • Schnittstellen: RS485, Wifi, Bluetooth, Ethernet, 4 x dig.In (FRE) • Verbindungsstecker: MC4 • Schutzklasse: IP 65 • Kühlung: aktiv • Abmessungen: 571 x 515 x 264 mm (HxBxT) • Gewicht: 37,0 kg • Garantie: 5 Jahre"
1027;"SOFARSOLAR WR-HYD 20KTL-3PH";Stk;0,00;1;0,00;1.957,82;2.750,00;SofarSolar;"Die Hybrid-Wechselrichter der HYD KTL-3PH Serie glänzen mit einem breiten Spannungsbereich für leistungsstarke Modulgenerationen und bis zu 2 Batterieanschlüssen. Integrierter AC + DC Überspannungsschutz und Schattenmanagement gehören auch hier zur Standardausstattung. Bei Leistungsklassen von 5 bis 20 kW findet sich stets das Passende. Produktvorteile: • 2 x 25 A Batterieanschlüsse • Breiter MPPT Spannungsbereich von 180 bis 960 V • Integrierter Überspannungsschutz AC / DC Typ II • Aktives Schattenmanagement • Inklusive Energy Meter mit 3 CT´s (200A) Produkteigenschaften: • AC-Leistung: 20 kW • Anzahl MPPT: 2 • Anschlussphasen: 3 • Schnittstellen: RS485, Wifi, Bluetooth, Ethernet, 4 x dig.In (FRE) • Verbindungsstecker: MC4 • Schutzklasse: IP 65 • Kühlung: aktiv • Abmessungen: 571 x 515 x 264 mm (HxBxT) • Gewicht: 37,0 kg • Garantie: 5 Jahre"
1024;"HOCHLEISTUNGS-SOLARMODUL 400-440 WP";Stk;0,00;1;20,00;65,00;80,00;Module;"Die monokristallinen Solarmodule haben eine hohe Modulleistung, niedrigen Temperaturkoeffizient, der sich positiv auf den Ertrag bei höheren Modultemperaturen auswirkt, und excellente Schwachlicht-Performance. Die Hochleistungs-Solarmodule mit über 20 % Wirkungsgrad und hervorragendem Verhalten bei Schwachlicht sind ein Garant für hohe Leistungsausbringung. Maximaler Ertrag: • 12 Jahre Produktgarantie auf die Verarbeitung und 30 Jahre Leistungsgarantie"
1023;"LUXOR-GLAS-GLAS HOCHLEISTUNGS-SOLARMODUL 430 WP";Stk;0,00;1;0,00;83,85;115,00;Module;"Doppelglas für max. Zuverlässigkeit: • Ausgezeichnete Beständigkeit gegen Feuer und bei schwierigen Umweltbedingungen • 5.400 Pa Scheelast und 4.000 Pa Windlast (Testlasten) Maximaler Ertrag: • 25 Jahre Produktgarantie auf die Verarbeitung und 30 Jahre Leistungsgarantie"
1022;"DAS-GLAS-GLAS HOCHLEISTUNGS-SOLARMODUL 445 WP";Stk;0,00;1;20,00;77,88;100,00;Module;"Doppelglas für max. Zuverlässigkeit: • Ausgezeichnete Beständigkeit gegen Feuer und bei schwierigen Umweltbedingungen • 5.400 Pa Scheelast und 4.000 Pa Windlast (Testlasten) Maximaler Ertrag: • 25 Jahre Produktgarantie auf die Verarbeitung und 30 Jahre Leistungsgarantie"
1020;"TRINASOLAR GLAS-GLAS HOCHLEISTUNGS-SOLARMODUL 450 WP";Stk;0,00;1;20,00;70,00;95,00;Module;"Doppelglas für max. Zuverlässigkeit: • Ausgezeichnete Beständigkeit gegen Feuer und bei schwierigen Umweltbedingungen • 5.400 Pa Scheelast und 4.000 Pa Windlast (Testlasten) Maximaler Ertrag: • 25 Jahre Produktgarantie auf die Verarbeitung und 30 Jahre Leistungsgarantie"
1019;"HUAWEI WR-SUN2000-50KTL-M3";Stk;0,00;1;20,00;2.438,74;3.420,00;Huawei;"Ein großer Vorteil des Huawei SUN2000-50KTL-M3 ist der werksseitige Überspannungsschutz (Typ 2 für AC und DC) sowie vier unabhängige MPP-Tracker sind innovative Details. Zudem arbeitet das Modul angenehm leise, denn die Kühlung erfolgt ohne Lüfter durch natürliche Konvektion. Die Maximalleistung des Huawei SUN2000-50KTL-M3 Wechselrichters liegt bei 55.000 Watt. Mit einem maximalen Wirkungsgrad von 98,7 Prozent und einem europäischen Wirkungsgrad von 98,4 Prozent erreicht das Bauteil eine enorme Effizienz. Produkteigenschaften: • Anzahl MPPT: 4 • AC-Anschluss: 3-phasig • Kommunikation: RS485, Wifi / LAN (optional), 4G / 3G / 2G (optional) • Schutzklasse: IP66 • Kühlung: aktiv • Abmessungen: 640 x 530 x 270 mm (H x B x T) • Gewicht: 49,0 kg"
1018;"HUAWEI WR-SUN2000-30KTL-M3";Stk;0,00;1;20,00;2.023,26;2.890,00;Huawei;"Ein großer Vorteil des Huawei SUN2000-30KTL-M3 ist der werksseitige Überspannungsschutz (Typ 2 für AC und DC) sowie vier unabhängige MPP-Tracker sind innovative Details. Zudem arbeitet das Modul angenehm leise, denn die Kühlung erfolgt ohne Lüfter durch natürliche Konvektion. Die Maximalleistung des Huawei SUN2000-30KTL-M3 Wechselrichters liegt bei 33.000 Watt. Mit der Einstellung Netzcode Österreich ist die Maximalleistung auf 30 kVA limitiert. Der MPPT-Betriebsspannungsbereich reicht von 200 V bis 1.000 Volt. Mit einem maximalen Wirkungsgrad von 98,7 Prozent und einem europäischen Wirkungsgrad von 98,4 Prozent erreicht das Bauteil eine enorme Effizienz. Produkteigenschaften: • Anzahl MPPT: 4 • AC-Anschluss: 3-phasig • Kommunikation: RS485, Wifi / LAN (optional), 4G / 3G / 2G (optional) • Schutzklasse: IP66 • Kühlung: aktiv • Abmessungen: 640 x 530x 270 mm (H x B x T) • Gewicht: 43,0 kg"
1017;"HUAWEI WR-SUN2000-8KTL-M1";Stk;0,00;1;20,00;1.237,60;1.750,00;Huawei;"Schon seit Jahren ist der global agierende Hersteller Huawei erfolgreich im Photovoltaik- und Speichermarkt unterwegs. Dies zeigt sich auch in einer breiten Palette an Wechselrichtern für jeden Anwendungsfall. Egal ob XXL Großanlage oder anspruchsvolles Komplettsystem mit Speicher und intelligentem Zubehör im Heimgebrauch. Dank der direkten Anbindung des hauseigenen LUNA Hochvoltspeichers sowie der Moduloptimierer bieten die 3-phasigen Geräte der M1-Serie maximale Flexibilität im Residential-Bereich. Eine umfangreiche Palette an Kommunikations- und Schutzkomponenten plus Backup-Funktion rundet alles ideal ab. Produktvorteile: • 13,5 A Eingangsstrom pro MPPT • WLAN-FE Dongle bei Wechselrichter enthalten • Auch mit Huawei Optimierern kompatibel Produkteigenschaften: • AC-Leistung: 8,0 kW • Anzahl MPPT: 2 • Überspannungsschutz: Typ 2 AC + DC • AC-Anschluss: 3-phasig • Kommunikation: RS485, WLAN / LAN mit Dongle • Schutzklasse: IP65 • Kühlung: passiv • Abmessungen: 470 x 525 x 146 mm (H x B x T) • Gewicht: 17,0 kg"
1016;"HUAWEI WR-SUN2000 3 KTL-M1";Stk;0,00;1;20,00;846,43;1.190,00;Huawei;"Schon seit Jahren ist der global agierende Hersteller Huawei erfolgreich im Photovoltaik- und Speichermarkt unterwegs. Dies zeigt sich auch in einer breiten Palette an Wechselrichtern für jeden Anwendungsfall. Egal ob XXL Großanlage oder anspruchsvolles Komplettsystem mit Speicher und intelligentem Zubehör im Heimgebrauch. Dank der direkten Anbindung des hauseigenen LUNA Hochvoltspeichers sowie der Moduloptimierer bieten die 3-phasigen Geräte der M1-Serie maximale Flexibilität im Residential-Bereich. Eine umfangreiche Palette an Kommunikations- und Schutzkomponenten plus Backup-Funktion rundet alles ideal ab. Produktvorteile: • 13,5 A Eingangsstrom pro MPPT • WLAN-FE Dongle bei Wechselrichter enthalten • Auch mit Huawei Optimierern kompatibel Produkteigenschaften: • AC-Leistung: 3,0 kW • Anzahl MPPT: 2 • Überspannungsschutz: Typ 2 AC + DC • AC-Anschluss: 3-phasig • Kommunikation: RS485, WLAN / LAN mit Dongle • Schutzklasse: IP65 • Kühlung: passiv • Abmessungen: 470 x 525 x 146 mm (H x B x T) • Gewicht: 17,0 kg"
1015;"HUAWEI WR-SUN2000-5KTL-M1";Stk;0,00;1;20,00;933,73;1.340,00;Huawei;"Schon seit Jahren ist der global agierende Hersteller Huawei erfolgreich im Photovoltaik- und Speichermarkt unterwegs. Dies zeigt sich auch in einer breiten Palette an Wechselrichtern für jeden Anwendungsfall. Egal ob XXL Großanlage oder anspruchsvolles Komplettsystem mit Speicher und intelligentem Zubehör im Heimgebrauch. Dank der direkten Anbindung des hauseigenen LUNA Hochvoltspeichers sowie der Moduloptimierer bieten die 3-phasigen Geräte der M1-Serie maximale Flexibilität im Residential-Bereich. Eine umfangreiche Palette an Kommunikations- und Schutzkomponenten plus Backup-Funktion rundet alles ideal ab. Produktvorteile: • 13,5 A Eingangsstrom pro MPPT • WLAN-FE Dongle bei Wechselrichter enthalten • Auch mit Huawei Optimierern kompatibel Produkteigenschaften: • AC-Leistung: 5,0 kW • Anzahl MPPT: 2 • Überspannungsschutz: Typ 2 AC + DC • AC-Anschluss: 3-phasig • Kommunikation: RS485, WLAN / LAN mit Dongle • Schutzklasse: IP65 • Kühlung: passiv • Abmessungen: 470 x 525 x 146 mm (H x B x T) • Gewicht: 17,0 kg"
1014;"HUAWEI WR-SUN2000-4KTL-M1";Stk;0,00;1;20,00;884,00;1.260,00;Huawei;"Schon seit Jahren ist der global agierende Hersteller Huawei erfolgreich im Photovoltaik- und Speichermarkt unterwegs. Dies zeigt sich auch in einer breiten Palette an Wechselrichtern für jeden Anwendungsfall. Egal ob XXL Großanlage oder anspruchsvolles Komplettsystem mit Speicher und intelligentem Zubehör im Heimgebrauch. Dank der direkten Anbindung des hauseigenen LUNA Hochvoltspeichers sowie der Moduloptimierer bieten die 3-phasigen Geräte der M1-Serie maximale Flexibilität im Residential-Bereich. Eine umfangreiche Palette an Kommunikations- und Schutzkomponenten plus Backup-Funktion rundet alles ideal ab. Produktvorteile: • 13,5 A Eingangsstrom pro MPPT • WLAN-FE Dongle bei Wechselrichter enthalten • Auch mit Huawei Optimierern kompatibel Produkteigenschaften: • AC-Leistung: 4,0 kW • Anzahl MPPT: 2 • Überspannungsschutz: Typ 2 AC + DC • AC-Anschluss: 3-phasig • Kommunikation: RS485, WLAN / LAN mit Dongle • Schutzklasse: IP65 • Kühlung: passiv • Abmessungen: 470 x 525 x 146 mm (H x B x T) • Gewicht: 17,0 kg"
1013;"HUAWEI WR-SUN2000-6KTL-M1";Stk;0,00;1;20,00;1.044,23;1.460,00;Huawei;"Schon seit Jahren ist der global agierende Hersteller Huawei erfolgreich im Photovoltaik- und Speichermarkt unterwegs. Dies zeigt sich auch in einer breiten Palette an Wechselrichtern für jeden Anwendungsfall. Egal ob XXL Großanlage oder anspruchsvolles Komplettsystem mit Speicher und intelligentem Zubehör im Heimgebrauch. Dank der direkten Anbindung des hauseigenen LUNA Hochvoltspeichers sowie der Moduloptimierer bieten die 3-phasigen Geräte der M1-Serie maximale Flexibilität im Residential-Bereich. Eine umfangreiche Palette an Kommunikations- und Schutzkomponenten plus Backup-Funktion rundet alles ideal ab. Produktvorteile: • 13,5 A Eingangsstrom pro MPPT • WLAN-FE Dongle bei Wechselrichter enthalten • Auch mit Huawei Optimierern kompatibel Produkteigenschaften: • AC-Leistung: 6,0 kW • Anzahl MPPT: 2 • Überspannungsschutz: Typ 2 AC + DC • AC-Anschluss: 3-phasig • Kommunikation: RS485, WLAN / LAN mit Dongle • Schutzklasse: IP65 • Kühlung: passiv • Abmessungen: 470 x 525 x 146 mm (H x B x T) • Gewicht: 17,0 kg"
1012;"HUAWEI-LUNA2000 5kWh SPEICHERSYSTEM";Stk;0,00;1;20,00;2.442,06;3.170,00;Huawei;"Der LUNA Hochvoltspeicher ist technisch wie optisch ein Sahnestück. Einfache und schnelle Installation sowie Nachrüstung sind dank intelligenter Systemregelung jederzeit möglich. Im Parallelbetrieb mit 2 Türmen stehen bis zu 30 kWh nutzbare Speicherkapazität zur Verfügung. Produktvorteile: • Zeitlich unbegrenzt erweiterbar • Bis zu 2 Batterietürme mit gesamt 30 kWh kaskadierbar • Zertifizierte Batteriesicherheit nach VDE 2510-50 Produkteigenschaften: • Batteriekapazität (nutzbar): 5,0 kWh • Zeitfenster Erweiterung: unbegrenzt • Kaskadierbar: bis zu 2 Türme parallel (30,0 kWh) • Zellchemie: LFP • Ladeleistung: 5,0 kW • Schutzklasse: IP65 • Abmessungen: 600 x 670 x 150 mm (HxBxT) • Gewicht: BMS + Sockel: 13,8 kg, 1 x Speicher je 50,0 kg"
1011;"HUAWEI-LUNA2000 15kWh SPEICHERSYSTEM";Stk;0,00;1;20,00;5.891,88;7.600,00;Huawei;"Der LUNA Hochvoltspeicher ist technisch wie optisch ein Sahnestück. Einfache und schnelle Installation sowie Nachrüstung sind dank intelligenter Systemregelung jederzeit möglich. Im Parallelbetrieb mit 2 Türmen stehen bis zu 30 kWh nutzbare Speicherkapazität zur Verfügung. Produktvorteile: • Zeitlich unbegrenzt erweiterbar • Bis zu 2 Batterietürme mit gesamt 30 kWh kaskadierbar • Zertifizierte Batteriesicherheit nach VDE 2510-50 Produkteigenschaften: • Batteriekapazität (nutzbar): 15,0 kWh • Zeitfenster Erweiterung: unbegrenzt • Kaskadierbar: bis zu 2 Türme parallel (30,0 kWh) • Zellchemie: LFP • Ladeleistung: 5,0 kW • Schutzklasse: IP65 • Abmessungen: 600/960/1320 x 670 x 150 mm (HxBxT) • Gewicht: BMS + Sockel: 13,8 kg, 3 x Speicher je 50,0 kg"
1010;"HUAWEI-LUNA2000 10kWh SPEICHERSYSTEM";Stk;0,00;1;20,00;4.166,97;5.400,00;Huawei;"Der LUNA Hochvoltspeicher ist technisch wie optisch ein Sahnestück. Einfache und schnelle Installation sowie Nachrüstung sind dank intelligenter Systemregelung jederzeit möglich. Im Parallelbetrieb mit 2 Türmen stehen bis zu 30 kWh nutzbare Speicherkapazität zur Verfügung. Produktvorteile: • Zeitlich unbegrenzt erweiterbar • Bis zu 2 Batterietürme mit gesamt 30 kWh kaskadierbar • Zertifizierte Batteriesicherheit nach VDE 2510-50 Produkteigenschaften: • Batteriekapazität (nutzbar): 10,0 kWh • Zeitfenster Erweiterung: unbegrenzt • Kaskadierbar: bis zu 2 Türme parallel (30,0 kWh) • Zellchemie: LFP • Ladeleistung: 5,0 kW • Schutzklasse: IP65 • Abmessungen: 600/960/1320 x 670 x 150 mm (HxBxT) • Gewicht: BMS + Sockel: 13,8 kg, 2 x Speicher je 50,0 kg"
1009;"HUAWEI WR-SUN2000-20KTL-M5";Stk;0,00;1;20,00;1.772,42;2.480,00;Huawei;"Mit einem Schnips leichter, schlanker und schlauer sein – das geht nur wenn man ein Wechselrichter ist. Die 12-25KTL Geräte von Huawei haben mit dem Sprung von der M2 auf die M5 Serie genauso ein Update erhalten. 4 kg Gewichtsreduzierung, geringere Abmessungen und höhere Eingangsströme können sich sehen lassen. Zudem sind alle neuen hauseigenen Optimierer-Modelle als optionales Zubehör möglich. Produktvorteile: • Höherer DC Eingangsstrom • Kleiner und leichter • Mit allen neuen Huawei Optimierern kompatibel * Produkteigenschaften: • AC-Leistung: 20,0 kW • Anzahl MPPT: 2 • AC-Anschluss: 3-phasig • Kommunikation: RS485, Wifi / LAN (optional), 4G / 3G / 2G (optional) • Schutzklasse: IP66 • Kühlung: aktiv • Abmessungen: 460 x 546 x 228 mm (H x B x T) • Gewicht: 21,0 kg *kompatibel mit Huawei Optimierer"
1008;"HUAWEI WR-SUN2000-25KTL-M5";Stk;0,00;1;20,00;1.830,99;2.580,00;Huawei;"Mit einem Schnips leichter, schlanker und schlauer sein – das geht nur wenn man ein Wechselrichter ist. Die 12-25KTL Geräte von Huawei haben mit dem Sprung von der M2 auf die M5 Serie genauso ein Update erhalten. 4 kg Gewichtsreduzierung, geringere Abmessungen und höhere Eingangsströme können sich sehen lassen. Zudem sind alle neuen hauseigenen Optimierer-Modelle als optionales Zubehör möglich. Produktvorteile: • Höherer DC Eingangsstrom • Kleiner und leichter • Mit allen neuen Huawei Optimierern kompatibel * Produkteigenschaften: • AC-Leistung: 25,0 kW • Anzahl MPPT: 2 • AC-Anschluss: 3-phasig • Kommunikation: RS485, Wifi / LAN (optional), 4G / 3G / 2G (optional) • Schutzklasse: IP66 • Kühlung: aktiv • Abmessungen: 460 x 546 x 228 mm (H x B x T) • Gewicht: 21,0 kg *kompatibel mit Huawei Optimierer"
1007;"HUAWEI WR-SUN2000-17KTL-M5";Stk;0,00;1;20,00;1.678,50;2.400,00;Huawei;"Mit einem Schnips leichter, schlanker und schlauer sein – das geht nur wenn man ein Wechselrichter ist. Die 12-25KTL Geräte von Huawei haben mit dem Sprung von der M2 auf die M5 Serie genauso ein Update erhalten. 4 kg Gewichtsreduzierung, geringere Abmessungen und höhere Eingangsströme können sich sehen lassen. Zudem sind alle neuen hauseigenen Optimierer-Modelle als optionales Zubehör möglich. Produktvorteile: • Höherer DC Eingangsstrom • Kleiner und leichter • Mit allen neuen Huawei Optimierern kompatibel * Produkteigenschaften: • AC-Leistung: 17,0 kW • Anzahl MPPT: 2 • AC-Anschluss: 3-phasig • Kommunikation: RS485, Wifi / LAN (optional), 4G / 3G / 2G (optional) • Schutzklasse: IP66 • Kühlung: aktiv • Abmessungen: 460 x 546 x 228 mm (H x B x T) • Gewicht: 21,0 kg *kompatibel mit Huawei Optimierer"
1006;"HUAWEI WR-SUN2000-15KTL-M5";Stk;0,00;1;20,00;1.644,24;2.350,00;Huawei;"Mit einem Schnips leichter, schlanker und schlauer sein – das geht nur wenn man ein Wechselrichter ist. Die 12-25KTL Geräte von Huawei haben mit dem Sprung von der M2 auf die M5 Serie genauso ein Update erhalten. 4 kg Gewichtsreduzierung, geringere Abmessungen und höhere Eingangsströme können sich sehen lassen. Zudem sind alle neuen hauseigenen Optimierer-Modelle als optionales Zubehör möglich. Produktvorteile: • Höherer DC Eingangsstrom • Kleiner und leichter • Mit allen neuen Huawei Optimierern kompatibel * Produkteigenschaften: • AC-Leistung: 15,0 kW • Anzahl MPPT: 2 • AC-Anschluss: 3-phasig • Kommunikation: RS485, Wifi / LAN (optional), 4G / 3G / 2G (optional) • Schutzklasse: IP66 • Kühlung: aktiv • Abmessungen: 460 x 546 x 228 mm (H x B x T) • Gewicht: 21,0 kg *kompatibel mit Huawei Optimierer"
1005;"HUAWEI WR-SUN2000-12KTL-M5";Stk;0,00;1;20,00;1.455,29;2.040,00;Huawei;"Mit einem Schnips leichter, schlanker und schlauer sein – das geht nur wenn man ein Wechselrichter ist. Die 12-25KTL Geräte von Huawei haben mit dem Sprung von der M2 auf die M5 Serie genauso ein Update erhalten. 4 kg Gewichtsreduzierung, geringere Abmessungen und höhere Eingangsströme können sich sehen lassen. Zudem sind alle neuen hauseigenen Optimierer-Modelle als optionales Zubehör möglich. Produktvorteile: • Höherer DC Eingangsstrom • Kleiner und leichter • Mit allen neuen Huawei Optimierern kompatibel * Produkteigenschaften: • AC-Leistung: 12,0 kW • Anzahl MPPT: 2 • AC-Anschluss: 3-phasig • Kommunikation: RS485, Wifi / LAN (optional), 4G / 3G / 2G (optional) • Schutzklasse: IP66 • Kühlung: aktiv • Abmessungen: 460 x 546 x 228 mm (H x B x T) • Gewicht: 21,0 kg *kompatibel mit Huawei Optimierer"
1004;"HUAWEI WR-SUN2000-10KTL-M1";Stk;0,00;1;20,00;1.362,08;1.890,00;Huawei;"Schon seit Jahren ist der global agierende Hersteller Huawei erfolgreich im Photovoltaik- und Speichermarkt unterwegs. Dies zeigt sich auch in einer breiten Palette an Wechselrichtern für jeden Anwendungsfall. Egal ob XXL Großanlage oder anspruchsvolles Komplettsystem mit Speicher und intelligentem Zubehör im Heimgebrauch. Dank der direkten Anbindung des hauseigenen LUNA Hochvoltspeichers sowie der Moduloptimierer bieten die 3-phasigen Geräte der M1-Serie maximale Flexibilität im Residential-Bereich. Eine umfangreiche Palette an Kommunikations- und Schutzkomponenten plus Backup-Funktion rundet alles ideal ab. Produktvorteile: • 13,5 A Eingangsstrom pro MPPT • WLAN-FE Dongle bei Wechselrichter enthalten • Auch mit Huawei Optimierern kompatibel Produkteigenschaften: • AC-Leistung: 10,0 kW • Anzahl MPPT: 2 • Überspannungsschutz: Typ 2 AC + DC • AC-Anschluss: 3-phasig • Kommunikation: RS485, WLAN / LAN mit Dongle • Schutzklasse: IP65 • Kühlung: passiv • Abmessungen: 470 x 525 x 146 mm (H x B x T) • Gewicht: 17,0 kg"
1003;"HUAWEI SMART PV OPTIMIERER 600W";Stk;0,00;1;20,00;37,57;59,00;Huawei;"Mit ihren Smart PV Optimieren ergänzt Huawei die sprichwörtliche Kirsche auf der Torte. Sowohl für Teil- als auch Volloptimierung einsetzbar und ohne zusätzlichen Verkabelungsaufwand stehen alle Anwendungsarten frei. Selbst die bisher fest vergebene Funktion von extralangen Strings ist nun machbar. Hier sind je nach Wechselrichtermodell bis zu 35 Module (mit Volloptimierung) pro String möglich. Die integrierte Lichtbogenerkennung bringt ein markantes Sicherheits-Plus. Selbstverständlich erfolgt die Visualisierung im Huawei FusionSolar Portal samt App. Produktvorteile: • Die smarte Ergänzung für Ihr Huawei Heimspeichersystem • Auch für partielle Anwendung einsetzbar • Bei Volloptimierung lange Strings möglich • Integrierte Lichtbogenerkennung • Überwachung in der Huawei App Produkteigenschaften: • Max DC-Leistung: 600 Wp • Max. Strom Isc: 14,5 A • Spannungsbereich: 10 bis 80 V • Kommunikation: MBus / Powerline • Verbindungsstecker: MC4 • Länge Anschlusskabel: 0,15 m (Modul), 1,3 m (Ausgang) • Schutzklasse: IP 68 • Garantie: 25 Jahre • Kompatibel mit: Huawei SUN2000 KTL-L1, -M1, -M2, -M3 (nur bis 40KTL)"
